timestamp,value
1565161800000,298.04
1565162100000,313.84
1565162400000,285.56
1565162700000,271.88
1565163000000,310.76
1565163300000,274.68
1565163600000,271.84
1565163900000,294.96
1565164200000,288.92
1565164500000,273.56
1565164800000,334.16
1565165100000,306.76
1565165400000,308.4
1565165700000,319.52
1565166000000,287.48
1565166300000,283.6
1565166600000,321.12
1565166900000,287.68
1565167200000,288.68
1565167500000,291.56
1565167800000,262.64
1565168100000,288.0
1565168400000,332.76
1565168700000,282.24
1565169000000,288.2
1565169300000,283.92
1565169600000,252.52
1565169900000,252.44
1565170200000,291.88
1565170500000,259.12
1565170800000,239.64
1565171100000,308.48
1565171400000,317.56
1565171700000,316.08
1565172000000,366.48
1565172300000,323.72
1565172600000,265.2
1565172900000,324.08
1565173200000,313.48
1565173500000,244.2
1565173800000,266.76
1565174100000,221.6
1565174400000,236.68
1565174700000,247.2
1565175000000,226.96
1565175300000,218.0
1565175600000,262.84
1565175900000,244.8
1565176200000,219.32
1565176500000,220.32
1565176800000,202.0
1565177100000,205.96
1565177400000,221.0
1565177700000,213.88
1565178000000,190.96
1565178300000,223.96
1565178600000,189.12
1565178900000,193.28
1565179200000,239.12
1565179500000,238.32
1565179800000,310.6
1565180100000,329.08
1565180400000,209.2
1565180700000,205.64
1565181000000,211.6
1565181300000,191.24
1565181600000,181.12
1565181900000,195.32
1565182200000,187.16
1565182500000,182.0
1565182800000,210.0
1565183100000,192.56
1565183400000,178.44
1565183700000,195.28
1565184000000,157.0
1565184300000,158.6
1565184600000,173.12
1565184900000,207.32
1565185200000,150.08
1565185500000,174.68
1565185800000,140.56
1565186100000,145.24
1565186400000,169.8
1565186700000,153.2
1565187000000,136.6
1565187300000,149.48
1565187600000,131.32
1565187900000,129.12
1565188200000,129.32
1565188500000,116.12
1565188800000,107.16
1565189100000,127.2
1565189400000,109.08
1565189700000,107.8
1565190000000,118.76
1565190300000,103.96
1565190600000,112.48
1565190900000,133.28
1565191200000,106.4
1565191500000,104.88
1565191800000,109.64
1565192100000,149.44
1565192400000,89.24
1565192700000,99.52
1565193000000,79.76
1565193300000,80.64
1565193600000,183.24
1565193900000,174.76
1565194200000,129.48
